-13.045,-31.194
-12.935,-31.239
-12.837,-31.27
-12.747,-31.292
-12.666,-31.307
-12.591,-31.316
-12.522,-31.322
-12.457,-31.325
-12.397,-31.326
-12.34,-31.326
-12.286,-31.326
-12.235,-31.324
-12.185,-31.323
-12.138,-31.321
-12.093,-31.319
-12.049,-31.316
-12.007,-31.314
-11.966,-31.312
-11.927,-31.309
-11.888,-31.306
-11.851,-31.303
-11.815,-31.299
-11.779,-31.295
-11.745,-31.291
-11.711,-31.286
-11.678,-31.282
-11.628,-31.273
-11.562,-31.26
-11.5,-31.245
-11.44,-31.228
-11.383,-31.21
-11.329,-31.191
-11.277,-31.171
-11.227,-31.15
-11.18,-31.128
-11.134,-31.107
-11.09,-31.085
-11.048,-31.063
-10.998,-31.036
-10.945,-31.007
-10.895,-30.978
-10.847,-30.951
-10.801,-30.924
-10.757,-30.899
-10.714,-30.876
-10.673,-30.853
-10.633,-30.831
-10.587,-30.807
-10.542,-30.783
-10.498,-30.761
-10.455,-30.741
-10.413,-30.721
-10.372,-30.701
-10.332,-30.683
-10.287,-30.662
-10.243,-30.642
-10.2,-30.623
-10.158,-30.603
-10.117,-30.584
-10.076,-30.565
-10.033,-30.544
-9.9891,-30.523
-9.9467,-30.502
-9.9051,-30.481
-9.8646,-30.46
-9.8246,-30.439
-9.7822,-30.416
-9.7409,-30.394
-9.7008,-30.372
-9.6617,-30.351
-9.6237,-30.33
-9.5835,-30.308
-9.5445,-30.287
-9.5066,-30.266
-9.4697,-30.246
-9.433,-30.227
-9.3956,-30.208
-9.3592,-30.19
-9.3238,-30.173
-9.2893,-30.157
-9.254,-30.142
-9.2194,-30.127
-9.1859,-30.115
-9.1532,-30.103
-9.1203,-30.092
-9.088,-30.082
-9.0566,-30.074
-9.0263,-30.067
-8.9958,-30.06
-8.9662,-30.055
-8.9376,-30.051
-8.91,-30.047
-8.8824,-30.044
-8.8559,-30.042
-8.8306,-30.041
-8.8059,-30.04
-8.7818,-30.04
-8.7589,-30.04
-8.7371,-30.041
-8.7157,-30.041
-8.6954,-30.042
-8.6762,-30.043
-8.6578,-30.044
-8.6402,-30.045
-8.6237,-30.046
-8.6081,-30.047
-8.5932,-30.048
-8.5793,-30.049
-8.5663,-30.049
-8.554,-30.05
-8.5426,-30.051
-8.532,-30.051
-8.522,-30.052
-8.5129,-30.052
-8.5044,-30.053
-8.4966,-30.054
-8.4894,-30.055
-8.4829,-30.056
-8.477,-30.057
-8.4717,-30.059
-8.4669,-30.062
-8.4627,-30.065
-8.4591,-30.069
-8.4561,-30.073
-8.4536,-30.078
-8.4517,-30.083
-8.4504,-30.09
-8.4497,-30.097
-8.4496,-30.105
-8.4501,-30.114
-8.4512,-30.124
-8.453,-30.135
-8.4554,-30.147
-8.4585,-30.16
-8.4623,-30.174
-8.4667,-30.188
-8.4719,-30.204
-8.4777,-30.221
-8.4843,-30.239
-8.4916,-30.258
-8.4996,-30.277
-8.5084,-30.298
-8.5178,-30.32
-8.5279,-30.343
-8.5387,-30.367
-8.5501,-30.392
