X,Y
0.642215275430889,0.11453531598513
0.64556437985806,0.115130111524164
0.552739101047651,0.0995370057451842
0.493577222034471,0.0914579249746536
0.417828658330517,0.0784597837107131
0.349810746873944,0.0668337276106793
0.316312943562014,0.0619095978371071
0.265917539709361,0.0511414329165259
0.224591078066914,0.0385567759378168
0.180586346738763,0.0222242311591754
0.142524501520784,0.00219390098006083
0.106531936465022,-0.0190768840824603
0.0679082460290639,-0.0371628928692126
0.036883406556269,-0.0496039202433254
0.0257659175397094,-0.0414918891517405
0.0156144643460629,-0.0415214599526867
-0.00828391348428523,-0.0416079756674552
-0.0291143967556607,-0.0340424129773572
-0.0350035991889152,-0.0193555255153768
-0.0357902162892869,0.00034882561676242
-0.018488374450828,0.0311127069956066
-0.0160723217303143,0.0547745860087867
-0.0115697026022305,0.0774844542075025
-0.0110024839472795,0.0941554579249746
-0.00917972287935113,0.104749915511997
-0.0227060155457925,0.103362622507604
-0.0331558803649882,0.100865157147685
-0.0409303818857722,0.0979266644136532
-0.0320095809395066,0.103828996282528
-0.0323763940520446,0.103411625549172
-0.0296650050692802,0.102556606961811
-0.0231289286921257,0.103472456911119
-0.00342362284555593,0.110574518418385
-0.00965980736735383,0.101243663399797
-0.0026125718148023,0.0986194660358229
-0.000634386617100372,0.0907391010476512
-0.0119543088881379,0.0697698546806354
-0.0240692294694153,0.0432059817505914
-0.043342345386955,0.0170133491044272
-0.0550971612031092,-0.00190817843866171
-0.062546468401487,-0.0155117607299763
-0.0565199391686381,-0.0193191956742143
-0.0587265968232511,-0.0243528218992903
-0.0588545116593444,-0.0275030415680973
-0.0589998310239946,-0.0299430550861778
-0.0509802298073674,-0.0278524839472795
-0.0569141601892531,-0.0341279148360933
-0.0624961135518756,-0.040854342683339
-0.066307874281852,-0.045826123690436
-0.0728540047313282,-0.0508303480905711
-0.0642129097668131,-0.048654782020953
-0.064622845555931,-0.0506537681649206
-0.0603585670834741,-0.0492624197363974
-0.0626880702940183,-0.0514050354849611
-0.0601662723893207,-0.0528768164920581
-0.0568609327475498,-0.0537686718485975
-0.0492608989523488,-0.0522975667455221
-0.0522793173369382,-0.0548583981074687
